index,Time (s),HR (BPM),RESP (BPM),SpO2 (%),TEMP (*C),OUTPUT
244,244,84,19,100,31,Normal
245,245,84,19,100,32,Normal
246,246,83,19,100,31,Normal
247,247,83,19,100,32,Normal
248,248,83,18,100,31,Normal
249,249,83,18,100,32,Normal
250,250,83,18,100,32,Normal
251,251,83,18,100,32,Normal
252,252,83,18,100,46,Abnormal
253,253,83,18,100,31,Normal
254,254,82,18,100,32,Normal
255,255,83,18,100,31,Normal
256,256,82,18,100,46,Abnormal
257,257,82,18,100,31,Normal
258,258,82,18,100,31,Normal
259,259,83,18,100,32,Normal
260,260,83,18,100,31,Normal
261,261,82,18,100,31,Normal
262,262,83,18,100,31,Normal
263,263,83,17,100,31,Normal
264,264,83,17,100,31,Normal
265,265,82,17,100,46,Abnormal
266,266,83,18,100,31,Normal
267,267,83,18,100,32,Normal
268,268,83,18,100,31,Normal
269,269,83,18,100,45,Abnormal
270,270,83,18,100,31,Normal
271,271,83,18,100,45,Abnormal
272,272,84,18,100,31,Normal
273,273,84,18,100,31,Normal
274,274,84,18,100,45,Abnormal
275,275,84,18,100,45,Abnormal
276,276,84,18,100,31,Normal
277,277,84,18,100,45,Abnormal
278,278,84,18,100,31,Normal
279,279,83,18,100,45,Abnormal
280,280,83,18,100,45,Abnormal
281,281,84,18,100,31,Normal
282,282,84,18,100,31,Normal
283,283,83,18,100,44,Abnormal
284,284,84,19,100,44,Abnormal
285,285,84,19,100,44,Abnormal
286,286,84,19,100,44,Abnormal
287,287,84,19,100,44,Abnormal
288,288,83,19,100,31,Normal
289,289,83,19,100,44,Abnormal
290,290,83,19,100,31,Normal
291,291,83,19,100,44,Abnormal
292,292,83,19,100,31,Normal
293,293,83,19,100,44,Abnormal
294,294,83,19,100,31,Normal
295,295,83,19,100,43,Abnormal
296,296,83,19,100,31,Normal
297,297,83,19,100,31,Normal
298,298,83,19,100,44,Abnormal
299,299,83,19,100,43,Abnormal
300,300,83,19,100,43,Abnormal
301,301,84,19,100,43,Abnormal
302,302,83,19,100,43,Abnormal
303,303,83,19,100,31,Normal
304,304,83,19,100,43,Abnormal
305,305,83,19,100,31,Normal
306,306,83,19,100,31,Normal
307,307,83,19,100,42,Abnormal
308,308,83,18,100,31,Normal
309,309,83,18,100,42,Abnormal
310,310,83,18,100,31,Normal
311,311,83,18,100,42,Abnormal
312,312,83,18,100,31,Normal
313,313,83,18,100,42,Abnormal
314,314,83,18,100,31,Normal
315,315,83,18,100,42,Abnormal
316,316,84,18,100,31,Normal
317,317,84,18,100,31,Normal
318,318,84,18,100,31,Normal
319,319,84,18,100,42,Abnormal
320,320,84,18,100,42,Abnormal
321,321,84,18,100,41,Abnormal
322,322,84,18,100,41,Abnormal
323,323,84,18,100,31,Normal
324,324,84,18,100,42,Abnormal
325,325,83,18,100,42,Abnormal
326,326,83,18,100,41,Abnormal
327,327,83,18,100,41,Abnormal
328,328,83,17,100,31,Normal
329,329,83,17,100,31,Normal
330,330,83,18,100,41,Abnormal
331,331,83,18,100,41,Abnormal
332,332,83,18,100,40,Abnormal
333,333,83,18,100,41,Abnormal
334,334,83,18,100,40,Abnormal
335,335,83,18,100,41,Abnormal
336,336,83,18,100,40,Abnormal
337,337,83,18,100,39,Abnormal
338,338,83,18,100,31,Normal
339,339,83,18,100,40,Abnormal
340,340,83,18,100,31,Normal
341,341,83,18,100,39,Abnormal
342,342,83,17,100,39,Abnormal
343,343,82,17,100,38,Abnormal
344,344,82,17,100,39,Abnormal
345,345,83,18,100,38,Abnormal
346,346,82,18,100,37,Abnormal
347,347,83,18,100,38,Abnormal
348,348,83,18,100,31,Normal
349,349,83,18,100,37,Abnormal
350,350,83,18,100,38,Abnormal
351,351,83,18,100,38,Abnormal
352,352,83,18,100,37,Abnormal
353,353,83,17,100,36,Abnormal
354,354,83,17,100,31,Normal
355,355,83,17,100,38,Abnormal
356,356,83,17,100,37,Abnormal
357,357,83,17,100,31,Normal
358,358,83,17,100,37,Abnormal
359,359,83,17,100,38,Abnormal
360,360,83,17,100,38,Abnormal
361,361,83,17,100,31,Normal
362,362,83,17,100,38,Abnormal
363,363,83,17,100,38,Abnormal
364,364,83,17,100,39,Abnormal
365,365,83,17,100,39,Abnormal
366,366,83,17,100,40,Abnormal
367,367,82,17,100,41,Abnormal
368,368,82,17,100,40,Abnormal
369,369,82,17,100,39,Abnormal
370,370,82,17,100,39,Abnormal
371,371,82,17,100,38,Abnormal
372,372,82,17,100,38,Abnormal
373,373,82,17,100,38,Abnormal
374,374,82,17,100,40,Abnormal
375,375,82,17,100,40,Abnormal
376,376,82,17,100,40,Abnormal
377,377,82,17,100,41,Abnormal
378,378,82,17,100,40,Abnormal
379,379,82,17,100,39,Abnormal
380,380,83,17,100,40,Abnormal
381,381,83,17,100,31,Normal
382,382,83,17,100,39,Abnormal
383,383,83,17,100,40,Abnormal
384,384,83,18,100,31,Normal
385,385,82,18,100,32,Normal
386,386,82,18,100,40,Abnormal
387,387,82,18,100,31,Normal
388,388,82,18,100,31,Normal
389,389,81,18,100,41,Abnormal
390,390,82,18,100,42,Abnormal
391,391,82,18,100,41,Abnormal
392,392,81,18,100,42,Abnormal
393,393,81,18,100,41,Abnormal
394,394,81,18,100,31,Normal
395,395,81,18,100,42,Abnormal
396,396,82,18,100,32,Normal
397,397,82,18,100,31,Normal
398,398,82,18,100,41,Abnormal
399,399,82,18,100,41,Abnormal
400,400,82,18,100,40,Abnormal
401,401,81,18,100,41,Abnormal
402,402,82,18,100,39,Abnormal
403,403,81,18,100,40,Abnormal
404,404,81,17,100,31,Normal
405,405,81,17,100,40,Abnormal
406,406,81,17,100,41,Abnormal
407,407,81,17,100,42,Abnormal
408,408,81,17,100,41,Abnormal
409,409,81,17,100,42,Abnormal
410,410,81,17,100,43,Abnormal
411,411,81,17,100,31,Normal
412,412,81,17,100,31,Normal
413,413,81,17,100,42,Abnormal
414,414,82,18,100,31,Normal
415,415,82,18,100,42,Abnormal
416,416,82,18,100,41,Abnormal
417,417,82,18,100,41,Abnormal
418,418,83,18,100,42,Abnormal
419,419,83,18,100,31,Normal
420,420,82,18,100,31,Normal
421,421,82,18,100,42,Abnormal
422,422,82,17,100,42,Abnormal
423,423,82,17,100,41,Abnormal
424,424,82,17,100,40,Abnormal
425,425,82,17,100,41,Abnormal
426,426,82,17,100,42,Abnormal
427,427,82,17,100,41,Abnormal
428,428,82,18,100,41,Abnormal
429,429,82,18,100,41,Abnormal
430,430,82,18,100,42,Abnormal
431,431,82,18,100,42,Abnormal
432,432,82,18,100,41,Abnormal
433,433,82,18,100,41,Abnormal
434,434,81,18,100,40,Abnormal
435,435,82,18,100,40,Abnormal
436,436,82,18,100,42,Abnormal
437,437,82,18,100,41,Abnormal
438,438,82,18,100,40,Abnormal
439,439,82,17,100,41,Abnormal
440,440,82,17,100,42,Abnormal
441,441,82,17,100,43,Abnormal
442,442,82,17,100,43,Abnormal
443,443,82,17,100,31,Normal
444,444,82,17,100,42,Abnormal
445,445,82,17,100,32,Normal
446,446,82,17,100,43,Abnormal
447,447,82,17,100,42,Abnormal
448,448,82,18,100,43,Abnormal
449,449,82,18,100,43,Abnormal
450,450,82,18,100,43,Abnormal
451,451,82,18,100,43,Abnormal
452,452,82,18,100,42,Abnormal
453,453,82,18,100,42,Abnormal
454,454,82,18,100,41,Abnormal
455,455,82,18,100,41,Abnormal
456,456,82,18,100,42,Abnormal
457,457,82,18,100,43,Abnormal
458,458,83,18,100,31,Normal
459,459,82,18,100,42,Abnormal
460,460,82,18,100,32,Normal
461,461,83,18,100,41,Abnormal
462,462,83,18,100,41,Abnormal
463,463,83,18,100,42,Abnormal
464,464,83,18,100,31,Normal
465,465,83,19,100,43,Abnormal
466,466,83,19,100,32,Normal
467,467,83,19,100,41,Abnormal
468,468,83,19,100,42,Abnormal
469,469,83,19,100,41,Abnormal
470,470,83,19,100,41,Abnormal
471,471,83,19,100,40,Abnormal
472,472,83,19,100,41,Abnormal
473,473,83,19,100,41,Abnormal
474,474,83,19,100,42,Abnormal
475,475,83,19,100,42,Abnormal
476,476,83,19,100,43,Abnormal
477,477,83,19,100,31,Normal
478,478,83,19,100,32,Normal
479,479,83,19,100,31,Normal
480,480,82,19,100,32,Normal
0,0,81,25,84,43,Abnormal
1,1,81,25,84,42,Abnormal
2,2,82,25,84,43,Abnormal
3,3,81,25,84,42,Abnormal
4,4,81,25,85,43,Abnormal
5,5,81,25,85,43,Abnormal
6,6,81,25,85,43,Abnormal
7,7,81,25,85,43,Abnormal
8,8,81,25,85,43,Abnormal
9,9,81,25,85,43,Abnormal
10,10,81,25,85,43,Abnormal
11,11,81,25,85,42,Abnormal
12,12,81,25,85,43,Abnormal
13,13,81,25,84,42,Abnormal
14,14,81,25,84,42,Abnormal
15,15,81,25,84,41,Abnormal
16,16,81,25,84,41,Abnormal
17,17,82,25,84,31,Normal
18,18,82,25,84,41,Abnormal
19,19,82,26,84,32,Normal
20,20,82,26,84,41,Abnormal
21,21,82,26,84,43,Abnormal
22,22,81,26,84,31,Normal
23,23,81,26,85,42,Abnormal
24,24,81,26,85,42,Abnormal
25,25,81,26,85,43,Abnormal
26,26,81,26,85,43,Abnormal
27,27,81,25,85,43,Abnormal
28,28,81,25,85,44,Abnormal
29,29,81,25,85,31,Normal
30,30,81,25,85,43,Abnormal
31,31,81,26,84,44,Abnormal
32,32,81,26,84,43,Abnormal
33,33,81,26,84,42,Abnormal
34,34,81,26,85,43,Abnormal
35,35,81,26,85,43,Abnormal
36,36,81,26,85,42,Abnormal
37,37,81,26,85,42,Abnormal
38,38,81,25,86,42,Abnormal
39,39,81,25,86,31,Normal
40,40,81,26,86,42,Abnormal
41,41,81,26,86,32,Normal
42,42,81,26,86,41,Abnormal
43,43,81,25,85,42,Abnormal
44,44,81,25,85,31,Normal
45,45,81,25,85,43,Abnormal
46,46,81,25,85,32,Normal
47,47,81,25,85,44,Abnormal
48,48,81,25,85,31,Normal
49,49,81,25,85,32,Normal
50,50,81,25,85,44,Abnormal
51,51,81,25,85,44,Abnormal
52,52,81,25,85,43,Abnormal
53,53,81,25,85,44,Abnormal
54,54,81,25,85,44,Abnormal
55,55,81,25,85,31,Normal
56,56,82,24,85,44,Abnormal
57,57,81,24,85,32,Normal
58,58,81,25,85,43,Abnormal
59,59,81,25,85,44,Abnormal
60,60,81,25,85,43,Abnormal
61,61,81,25,85,44,Abnormal
62,62,81,25,85,31,Normal
63,63,81,25,85,44,Abnormal
64,64,81,25,84,32,Normal
65,65,82,25,84,45,Abnormal
66,66,81,25,84,44,Abnormal
67,67,82,25,84,44,Abnormal
68,68,81,24,84,44,Abnormal
69,69,81,24,84,45,Abnormal
70,70,81,24,84,44,Abnormal
71,71,81,24,84,43,Abnormal
72,72,81,24,84,44,Abnormal
73,73,81,25,84,31,Normal
74,74,81,25,84,32,Normal
75,75,81,24,84,44,Abnormal
76,76,81,24,84,44,Abnormal
77,77,81,24,84,31,Normal
78,78,81,24,84,32,Normal
79,79,81,25,84,43,Abnormal
80,80,81,25,84,31,Normal
81,81,81,25,84,44,Abnormal
82,82,81,25,83,31,Normal
83,83,81,25,83,43,Abnormal
84,84,81,24,83,43,Abnormal
85,85,81,24,83,31,Normal
86,86,81,24,83,31,Normal
87,87,81,24,84,44,Abnormal
88,88,81,24,84,32,Normal
89,89,81,25,85,43,Abnormal
90,90,81,25,85,31,Normal
91,91,81,25,85,32,Normal
92,92,81,25,85,45,Abnormal
93,93,81,25,85,45,Abnormal
94,94,81,25,85,43,Abnormal
95,95,81,25,85,44,Abnormal
96,96,81,25,85,45,Abnormal
97,97,81,25,85,44,Abnormal
98,98,81,25,85,44,Abnormal
99,99,82,25,84,44,Abnormal
100,100,81,25,84,31,Normal
101,101,82,25,84,44,Abnormal
102,102,81,25,84,32,Normal
103,103,82,25,84,31,Normal
104,104,81,25,84,32,Normal
105,105,81,25,85,31,Normal
106,106,81,25,85,32,Normal
107,107,81,25,85,44,Abnormal
108,108,81,25,86,44,Abnormal
109,109,81,25,86,44,Abnormal
110,110,81,25,86,44,Abnormal
111,111,81,25,86,44,Abnormal
112,112,81,25,86,44,Abnormal
113,113,81,25,86,44,Abnormal
114,114,81,25,86,31,Normal
115,115,81,25,86,32,Normal
116,116,81,25,86,45,Abnormal
117,117,81,25,86,44,Abnormal
118,118,81,25,85,45,Abnormal
119,119,81,25,85,44,Abnormal
120,120,82,25,85,45,Abnormal
121,121,82,25,85,44,Abnormal
122,122,82,25,85,45,Abnormal
123,123,81,25,85,44,Abnormal
124,124,81,25,85,45,Abnormal
125,125,81,25,85,45,Abnormal
126,126,81,25,85,44,Abnormal
127,127,81,25,85,31,Normal
128,128,81,25,85,45,Abnormal
129,129,81,25,85,46,Abnormal
130,130,81,25,85,31,Normal
131,131,81,25,84,31,Normal
132,132,81,25,84,45,Abnormal
133,133,81,25,84,32,Normal
134,134,81,25,84,44,Abnormal
135,135,81,25,84,31,Normal
136,136,81,25,84,45,Abnormal
137,137,81,25,84,32,Normal
138,138,81,25,84,46,Abnormal
139,139,81,25,84,45,Abnormal
140,140,82,24,84,45,Abnormal
141,141,81,24,84,45,Abnormal
142,142,81,24,85,44,Abnormal
143,143,81,25,85,45,Abnormal
144,144,81,25,85,45,Abnormal
145,145,81,24,85,46,Abnormal
146,146,81,24,85,32,Normal
147,147,81,24,85,45,Abnormal
148,148,81,25,85,46,Abnormal
149,149,81,25,85,45,Abnormal
150,150,81,25,85,46,Abnormal
151,151,81,25,85,45,Abnormal
152,152,82,25,85,46,Abnormal
153,153,81,25,85,31,Normal
154,154,82,25,85,32,Normal
155,155,81,24,85,45,Abnormal
156,156,82,24,85,46,Abnormal
157,157,82,24,85,45,Abnormal
158,158,82,24,85,46,Abnormal
159,159,82,24,86,45,Abnormal
160,160,81,24,86,46,Abnormal
161,161,81,24,86,45,Abnormal
162,162,81,24,86,45,Abnormal
163,163,81,24,86,46,Abnormal
164,164,81,25,86,45,Abnormal
165,165,81,25,86,46,Abnormal
166,166,81,25,86,47,Abnormal
167,167,81,25,85,46,Abnormal
168,168,81,25,85,47,Abnormal
169,169,81,25,85,46,Abnormal
170,170,81,25,85,31,Normal
171,171,81,25,85,32,Normal
172,172,81,25,85,47,Abnormal
173,173,81,26,86,46,Abnormal
174,174,81,26,86,47,Abnormal
175,175,81,26,86,46,Abnormal
176,176,81,26,86,47,Abnormal
177,177,81,25,86,46,Abnormal
178,178,81,25,86,47,Abnormal
179,179,81,25,86,46,Abnormal
180,180,81,25,86,31,Normal
181,181,81,25,86,47,Abnormal
182,182,81,25,85,48,Abnormal
183,183,81,25,85,47,Abnormal
184,184,81,25,85,31,Normal
185,185,81,25,85,48,Abnormal
186,186,82,25,85,47,Abnormal
187,187,81,25,85,31,Normal
188,188,81,25,86,48,Abnormal
189,189,81,25,86,47,Abnormal
190,190,81,25,86,48,Abnormal
191,191,81,25,86,31,Normal
192,192,81,25,86,47,Abnormal
193,193,81,25,86,32,Normal
194,194,81,25,86,48,Abnormal
195,195,81,25,87,47,Abnormal
196,196,81,25,87,48,Abnormal
197,197,81,25,87,47,Abnormal
198,198,81,25,87,31,Normal
199,199,81,25,87,48,Abnormal
200,200,81,25,86,47,Abnormal
201,201,81,25,86,31,Normal
202,202,81,25,85,48,Abnormal
203,203,81,25,84,47,Abnormal
204,204,81,25,84,48,Abnormal
205,205,81,25,84,47,Abnormal
206,206,81,25,84,48,Abnormal
207,207,81,25,84,47,Abnormal
208,208,81,24,84,48,Abnormal
209,209,81,24,84,31,Normal
210,210,81,24,84,47,Abnormal
211,211,81,24,85,32,Normal
212,212,81,24,85,48,Abnormal
213,213,81,24,84,47,Abnormal
214,214,81,24,84,31,Normal
215,215,81,25,84,31,Normal
216,216,81,25,84,48,Abnormal
217,217,81,25,84,47,Abnormal
218,218,81,25,84,31,Normal
219,219,81,25,84,31,Normal
220,220,81,25,84,31,Normal
221,221,81,25,85,31,Normal
222,222,81,25,85,31,Normal
223,223,81,25,85,48,Abnormal
224,224,81,25,86,31,Normal
225,225,81,25,86,31,Normal
226,226,81,25,86,31,Normal
227,227,81,26,86,47,Abnormal
228,228,81,26,86,48,Abnormal
229,229,81,26,85,47,Abnormal
230,230,81,26,85,48,Abnormal
231,231,82,26,85,49,Abnormal
232,232,81,26,85,48,Abnormal
233,233,82,26,85,47,Abnormal
234,234,82,25,85,48,Abnormal
235,235,81,25,85,47,Abnormal
236,236,82,25,85,48,Abnormal
237,237,81,25,85,49,Abnormal
238,238,82,25,85,48,Abnormal
239,239,81,25,85,47,Abnormal
240,240,81,25,85,46,Abnormal
241,241,82,25,85,47,Abnormal
242,242,81,25,85,46,Abnormal
243,243,81,25,85,45,Abnormal
244,244,81,25,85,45,Abnormal
245,245,81,25,86,46,Abnormal
246,246,81,25,86,47,Abnormal
247,247,81,25,86,48,Abnormal
248,248,81,25,86,47,Abnormal
249,249,81,24,86,46,Abnormal
250,250,81,24,86,47,Abnormal
251,251,81,24,86,46,Abnormal
252,252,81,24,85,31,Normal
253,253,81,24,85,31,Normal
254,254,81,24,85,47,Abnormal
255,255,81,24,85,46,Abnormal
256,256,81,24,85,47,Abnormal
257,257,81,24,85,46,Abnormal
258,258,81,24,85,47,Abnormal
259,259,81,24,85,46,Abnormal
260,260,81,24,85,47,Abnormal
261,261,81,24,85,46,Abnormal
262,262,81,24,85,47,Abnormal
263,263,81,24,85,46,Abnormal
264,264,81,25,85,45,Abnormal
265,265,81,25,85,31,Normal
266,266,81,24,85,31,Normal
267,267,81,24,85,31,Normal
268,268,81,24,85,46,Abnormal
269,269,81,24,85,45,Abnormal
270,270,81,24,84,46,Abnormal
271,271,81,24,84,31,Normal
272,272,81,24,84,45,Abnormal
273,273,81,24,84,32,Normal
274,274,81,24,84,46,Abnormal
275,275,81,24,84,32,Normal
276,276,81,24,84,32,Normal
277,277,81,24,84,33,Normal
278,278,81,24,84,45,Abnormal
279,279,81,24,84,46,Abnormal
280,280,81,24,84,45,Abnormal
281,281,83,24,84,46,Abnormal
282,282,81,24,84,45,Abnormal
283,283,81,24,84,45,Abnormal
284,284,81,23,84,44,Abnormal
285,285,81,23,84,33,Normal
286,286,81,24,84,45,Abnormal
287,287,81,24,84,32,Normal
288,288,81,24,84,44,Abnormal
289,289,81,24,84,33,Normal
290,290,80,24,85,45,Abnormal
291,291,81,24,85,32,Normal
292,292,81,24,85,44,Abnormal
293,293,81,24,85,33,Normal
294,294,81,24,85,45,Abnormal
295,295,81,24,85,32,Normal
296,296,81,24,85,44,Abnormal
297,297,81,25,85,33,Normal
298,298,81,25,85,44,Abnormal
299,299,81,25,85,45,Abnormal
300,300,81,25,85,44,Abnormal
301,301,81,25,85,44,Abnormal
302,302,81,26,85,44,Abnormal
303,303,81,26,85,43,Abnormal
304,304,81,26,85,32,Normal
305,305,81,25,85,33,Normal
306,306,81,25,85,44,Abnormal
307,307,81,25,85,44,Abnormal
308,308,81,25,85,44,Abnormal
309,309,81,25,84,45,Abnormal
310,310,82,26,84,44,Abnormal
311,311,81,26,84,44,Abnormal
312,312,82,26,84,43,Abnormal
313,313,81,25,84,44,Abnormal
314,314,82,25,84,43,Abnormal
315,315,82,25,84,43,Abnormal
316,316,81,25,84,44,Abnormal
317,317,81,25,84,43,Abnormal
318,318,81,24,84,43,Abnormal
319,319,81,24,85,44,Abnormal
320,320,81,24,85,32,Normal
321,321,81,24,85,42,Abnormal
322,322,81,24,85,43,Abnormal
323,323,81,24,85,42,Abnormal
324,324,81,24,85,32,Normal
325,325,81,24,85,42,Abnormal
326,326,81,24,84,32,Normal
327,327,81,25,84,43,Abnormal
328,328,81,25,84,42,Abnormal
329,329,81,25,84,43,Abnormal
330,330,81,25,84,42,Abnormal
331,331,81,26,84,43,Abnormal
332,332,81,26,84,42,Abnormal
333,333,81,26,84,42,Abnormal
334,334,81,26,84,42,Abnormal
335,335,81,26,83,42,Abnormal
336,336,81,26,83,41,Abnormal
337,337,81,26,84,42,Abnormal
338,338,81,26,84,41,Abnormal
339,339,81,26,84,41,Abnormal
340,340,81,26,84,41,Abnormal
341,341,81,25,84,41,Abnormal
342,342,81,25,84,40,Abnormal
343,343,81,25,84,41,Abnormal
344,344,81,25,84,41,Abnormal
345,345,81,25,85,40,Abnormal
346,346,81,25,85,39,Abnormal
347,347,81,25,84,40,Abnormal
348,348,81,25,84,40,Abnormal
349,349,81,25,84,39,Abnormal
350,350,81,25,84,39,Abnormal
351,351,81,24,84,39,Abnormal
352,352,81,24,84,40,Abnormal
353,353,81,24,84,40,Abnormal
354,354,81,24,84,39,Abnormal
355,355,81,24,84,39,Abnormal
356,356,81,24,84,39,Abnormal
357,357,81,24,84,39,Abnormal
358,358,81,24,84,39,Abnormal
359,359,81,24,84,39,Abnormal
360,360,81,24,84,39,Abnormal
361,361,81,24,84,40,Abnormal
362,362,81,24,84,39,Abnormal
363,363,81,24,84,40,Abnormal
364,364,81,24,84,40,Abnormal
365,365,81,24,84,40,Abnormal
366,366,81,25,84,39,Abnormal
367,367,81,25,84,32,Normal
368,368,81,24,84,40,Abnormal
369,369,81,24,84,40,Abnormal
370,370,81,24,84,32,Normal
371,371,81,25,84,39,Abnormal
372,372,82,25,83,39,Abnormal
373,373,81,24,83,38,Abnormal
374,374,81,24,83,37,Abnormal
375,375,82,25,83,38,Abnormal
376,376,81,25,84,37,Abnormal
377,377,81,25,84,39,Abnormal
378,378,81,25,84,38,Abnormal
379,379,81,25,84,32,Normal
380,380,81,25,85,39,Abnormal
381,381,81,25,85,33,Normal
382,382,81,25,85,40,Abnormal
383,383,81,24,85,39,Abnormal
384,384,81,24,85,39,Abnormal
385,385,81,24,85,39,Abnormal
386,386,81,24,84,38,Abnormal
387,387,81,25,84,39,Abnormal
388,388,81,25,84,38,Abnormal
389,389,81,25,84,38,Abnormal
390,390,81,25,84,38,Abnormal
391,391,81,24,84,40,Abnormal
392,392,81,24,84,40,Abnormal
393,393,81,24,84,39,Abnormal
394,394,81,24,84,40,Abnormal
395,395,81,24,85,39,Abnormal
396,396,81,24,85,40,Abnormal
397,397,81,24,86,39,Abnormal
398,398,81,24,86,40,Abnormal
399,399,81,24,86,39,Abnormal
400,400,81,25,86,40,Abnormal
401,401,81,25,86,39,Abnormal
402,402,81,25,85,39,Abnormal
403,403,81,24,85,39,Abnormal
404,404,81,24,84,39,Abnormal
405,405,81,24,84,39,Abnormal
406,406,81,24,84,38,Abnormal
407,407,81,24,84,38,Abnormal
408,408,80,24,84,32,Normal
409,409,81,24,84,40,Abnormal
410,410,81,24,84,33,Normal
411,411,81,24,84,40,Abnormal
412,412,81,24,84,39,Abnormal
413,413,81,24,84,40,Abnormal
414,414,81,24,84,40,Abnormal
415,415,81,24,84,40,Abnormal
416,416,81,24,84,41,Abnormal
417,417,81,24,84,40,Abnormal
418,418,81,24,84,40,Abnormal
419,419,81,24,85,40,Abnormal
420,420,81,24,85,40,Abnormal
421,421,81,24,85,41,Abnormal
422,422,81,24,85,40,Abnormal
423,423,81,24,85,39,Abnormal
424,424,81,24,85,39,Abnormal
425,425,81,24,85,38,Abnormal
426,426,81,24,85,38,Abnormal
427,427,81,24,85,40,Abnormal
428,428,81,24,85,39,Abnormal
429,429,81,24,85,38,Abnormal
430,430,81,24,85,39,Abnormal
431,431,81,24,85,38,Abnormal
432,432,81,24,85,39,Abnormal
433,433,81,24,85,40,Abnormal
434,434,81,24,84,39,Abnormal
435,435,81,24,84,38,Abnormal
436,436,81,24,84,37,Abnormal
437,437,81,24,84,37,Abnormal
438,438,81,24,84,36,Abnormal
439,439,81,24,84,37,Abnormal
440,440,81,24,84,36,Abnormal
441,441,81,24,84,36,Abnormal
442,442,81,24,84,36,Abnormal
443,443,81,24,84,37,Abnormal
444,444,81,24,84,36,Abnormal
445,445,81,24,84,36,Abnormal
446,446,81,24,85,38,Abnormal
447,447,81,24,84,38,Abnormal
448,448,81,24,84,39,Abnormal
449,449,81,24,84,39,Abnormal
450,450,82,24,84,39,Abnormal
451,451,81,24,84,40,Abnormal
452,452,82,24,83,41,Abnormal
453,453,81,24,83,40,Abnormal
454,454,81,24,84,41,Abnormal
455,455,81,24,84,41,Abnormal
456,456,81,24,84,41,Abnormal
457,457,81,24,84,41,Abnormal
458,458,81,24,85,42,Abnormal
459,459,80,24,85,32,Normal
460,460,81,24,85,41,Abnormal
461,461,80,24,85,41,Abnormal
462,462,81,24,84,41,Abnormal
463,463,80,24,84,41,Abnormal
464,464,81,24,84,41,Abnormal
465,465,81,24,84,41,Abnormal
466,466,81,24,84,41,Abnormal
467,467,81,24,84,42,Abnormal
468,468,81,24,84,41,Abnormal
469,469,81,24,84,40,Abnormal
470,470,80,24,85,41,Abnormal
471,471,81,24,85,40,Abnormal
472,472,81,24,85,41,Abnormal
473,473,81,24,85,42,Abnormal
474,474,81,24,85,41,Abnormal
475,475,81,24,85,40,Abnormal
476,476,81,24,85,41,Abnormal
477,477,81,24,85,40,Abnormal
478,478,80,24,85,40,Abnormal
479,479,80,24,85,40,Abnormal
480,480,81,24,85,39,Abnormal
0,0,82,22,92,40,Abnormal
1,1,81,24,92,41,Abnormal
2,2,80,24,92,40,Abnormal
3,3,81,24,92,40,Abnormal
4,4,80,24,92,39,Abnormal
5,5,80,21,93,39,Abnormal
6,6,79,23,93,38,Abnormal
7,7,74,23,93,39,Abnormal
8,8,74,22,93,38,Abnormal
9,9,75,20,93,39,Abnormal
10,10,75,20,93,38,Abnormal
11,11,75,20,93,39,Abnormal
12,12,74,20,93,39,Abnormal
13,13,74,20,94,39,Abnormal
14,14,75,23,94,39,Abnormal
15,15,76,23,94,39,Abnormal
16,16,81,22,94,39,Abnormal
17,17,82,23,94,40,Abnormal
18,18,83,23,94,41,Abnormal
19,19,84,23,94,32,Normal
20,20,85,23,94,41,Abnormal
21,21,85,20,93,42,Abnormal
22,22,84,22,93,43,Abnormal
23,23,85,22,93,43,Abnormal
24,24,83,21,93,42,Abnormal
25,25,83,23,93,43,Abnormal
26,26,85,23,94,42,Abnormal
27,27,83,22,94,43,Abnormal
28,28,82,22,94,43,Abnormal
29,29,82,21,94,44,Abnormal
30,30,83,23,94,42,Abnormal
31,31,82,23,94,42,Abnormal
32,32,82,23,94,42,Abnormal
33,33,81,23,94,42,Abnormal
34,34,82,23,94,41,Abnormal
35,35,83,22,94,42,Abnormal
36,36,82,22,95,43,Abnormal
37,37,82,22,95,44,Abnormal
38,38,84,22,95,43,Abnormal
39,39,81,21,95,43,Abnormal
40,40,80,21,95,43,Abnormal
41,41,82,21,95,43,Abnormal
42,42,81,21,95,43,Abnormal
43,43,82,21,95,43,Abnormal
44,44,80,21,95,44,Abnormal
45,45,83,21,95,43,Abnormal
46,46,83,21,95,43,Abnormal
47,47,84,21,95,43,Abnormal
48,48,84,20,95,43,Abnormal
49,49,85,21,95,43,Abnormal
50,50,83,21,95,43,Abnormal
51,51,85,21,95,43,Abnormal
52,52,84,20,94,43,Abnormal
53,53,84,19,94,44,Abnormal
54,54,84,20,94,43,Abnormal
55,55,84,20,94,43,Abnormal
56,56,86,20,94,43,Abnormal
57,57,85,20,94,44,Abnormal
58,58,85,20,94,43,Abnormal
59,59,84,20,94,43,Abnormal
60,60,86,20,94,44,Abnormal
61,61,85,20,94,43,Abnormal
62,62,83,20,94,42,Abnormal
63,63,83,20,94,43,Abnormal
64,64,84,17,94,42,Abnormal
65,65,82,19,94,44,Abnormal
66,66,82,19,94,43,Abnormal
67,67,83,18,94,44,Abnormal
68,68,83,20,94,43,Abnormal
69,69,81,20,94,32,Normal
70,70,81,20,94,44,Abnormal
71,71,83,20,94,44,Abnormal
72,72,82,19,94,44,Abnormal
73,73,84,20,94,45,Abnormal
74,74,84,20,94,44,Abnormal
75,75,85,20,94,43,Abnormal
